,provider,A_family,A_vcpu,B_family,B_vcpu,C_family,C_type,C_vcpu,nodes,workload,target_cost,target_runtime,status
639,C,,,,,1,0,1,2,creditcard-poisson_regression,0.0130400615157551,112.19938206672668,ok
640,B,,,0,1,,,,2,creditcard-xgboost,0.0044930331349372,15.85776400566101,ok
641,A,1,1,,,,,,4,santander-polynomial_features,0.013457097714795,184.0636465549469,ok
642,C,,,,,0,0,0,2,creditcard-polynomial_features,0.0017066934906125,41.643598794937134,ok
643,A,1,1,,,,,,3,santander-standard_scaler,0.0011892356853882,21.688188791275024,ok
644,C,,,,,1,2,0,3,santander-kmeans,0.0118401523565848,109.04207849502563,ok
645,C,,,,,0,1,1,4,santander-xgboost,0.0724805765898196,598.8810448646545,Timed out.
646,C,,,,,0,2,0,5,buzz-naive_bayes,0.0006656287281963,4.815932273864746,ok
647,B,,,1,0,,,,3,santander-poisson_regression,0.1093268407368659,555.8991901874542,ok
648,C,,,,,0,0,0,3,buzz-xgboost,0.0024194876164376,39.35726094245911,ok
649,A,0,0,,,,,,2,buzz-poisson_regression,0.0021183581038845,121.43454098701476,ok
650,A,2,0,,,,,,4,santander-xgboost,0.0033423912514845,100.6070945262909,ok
651,A,1,1,,,,,,2,buzz-quantile_transformer,0.0008405364623599,22.99339866638184,ok
652,A,1,0,,,,,,2,santander-linear_regression,0.0032590605884128,178.30726623535156,ok
653,A,0,0,,,,,,4,buzz-logistic_regression,0.0045569258551067,130.61252450942993,ok
654,C,,,,,0,1,1,3,creditcard-standard_scaler,0.0005428437724018,5.98043155670166,ok
655,C,,,,,0,1,0,4,buzz-naive_bayes,0.000287791331048,4.755833387374878,ok
656,A,1,1,,,,,,4,buzz-standard_scaler,0.0002727691498862,3.7308850288391113,ok
657,C,,,,,1,1,0,5,creditcard-spectral_clustering,0.0090892918708589,83.79372787475586,ok
658,A,1,0,,,,,,4,creditcard-spectral_clustering,0.0028890468246406,79.03167605400085,ok
659,B,,,0,0,,,,3,santander-linear_regression,0.0213934757411479,100.6751799583435,ok
660,C,,,,,1,2,1,5,creditcard-spectral_clustering,0.0238227004063791,65.81866574287415,ok
661,B,,,0,0,,,,3,creditcard-linear_regression,0.0115928889781236,54.55477166175842,ok
662,C,,,,,0,1,0,3,buzz-quantile_transformer,0.0013068873076629,28.795578002929688,ok
663,C,,,,,1,0,0,2,buzz-logistic_regression,0.0219376927127838,377.5128765106201,ok
664,C,,,,,0,1,0,2,santander-kmeans,0.0053705975040038,177.50129461288452,ok
665,C,,,,,1,2,0,2,buzz-logistic_regression,0.0309109810962279,427.0127856731415,ok
666,C,,,,,1,2,0,5,santander-xgboost,0.0258657403571075,142.9265775680542,ok
667,C,,,,,1,0,1,3,buzz-xgboost,0.0043232649883429,24.798843145370483,ok
668,B,,,0,0,,,,4,buzz-quantile_transformer,0.0071717041611671,25.31189703941345,ok
669,A,0,0,,,,,,3,creditcard-polynomial_features,0.0022210752809842,84.88185787200928,ok
670,B,,,0,0,,,,4,santander-polynomial_features,0.008698478380839,30.700511932373047,"(""('array-342236d92d133afb203593dc1d57c1b2', 15, 0)"", <Worker 'tcp://10.244.0.4:45313', name: tcp://10.244.0.4:45313, memory: 0, processing: 12>)"
671,A,1,0,,,,,,2,buzz-standard_scaler,0.0001350091999504,7.386521577835083,ok
672,C,,,,,0,0,1,4,creditcard-kmeans,0.0019112645601272,11.658791542053224,ok
673,A,0,1,,,,,,5,santander-quantile_transformer,0.0055085428159766,63.15526795387268,ok
674,C,,,,,1,0,1,3,buzz-logistic_regression,0.0299749230126539,171.94028496742249,ok
675,C,,,,,0,0,1,5,buzz-quantile_transformer,0.0034863447199463,17.0134756565094,ok
676,C,,,,,0,2,1,2,santander-polynomial_features,0.0545643386336649,493.477347612381,ok
677,B,,,0,1,,,,2,buzz-quantile_transformer,0.0083534845232963,29.48288655281067,ok
678,C,,,,,1,2,1,2,santander-linear_regression,0.0237935371335877,164.3452296257019,ok
679,C,,,,,0,1,1,4,buzz-quantile_transformer,0.0027593911717605,22.799860954284668,ok
680,A,2,1,,,,,,2,buzz-quantile_transformer,0.0007602607255246,22.88410210609436,ok
681,C,,,,,0,2,1,4,creditcard-polynomial_features,0.005416648355059,24.493958234786987,ok
682,B,,,1,0,,,,2,buzz-logistic_regression,0.0425421826744079,324.47427463531494,ok
683,A,1,1,,,,,,5,buzz-polynomial_features,0.0020632114591201,22.57617402076721,ok
684,A,0,1,,,,,,4,santander-kmeans,0.0049432561765246,70.84284329414368,ok
685,C,,,,,1,2,0,5,buzz-naive_bayes,0.0012712561830547,7.024592876434326,ok
686,B,,,1,1,,,,2,santander-spectral_clustering,0.0042278335592481,16.123094081878662,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
687,A,0,1,,,,,,4,santander-standard_scaler,0.0010076732486089,14.441177129745483,ok
688,A,0,1,,,,,,3,santander-logistic_regression,0.0088111491680145,168.36590766906738,ok
689,A,2,0,,,,,,2,santander-naive_bayes,0.000168677254637,10.154483556747437,ok
690,C,,,,,0,0,1,3,buzz-spectral_clustering,0.0009995529400229,8.129751443862915,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
691,C,,,,,1,2,0,2,santander-spectral_clustering,0.0017413856091764,24.05597925186157,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
692,C,,,,,0,2,1,4,buzz-spectral_clustering,0.0011769782802624,5.322268486022949,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
693,C,,,,,0,0,0,2,creditcard-standard_scaler,0.0002942982385079,7.180924892425537,ok
694,B,,,0,0,,,,4,buzz-xgboost,0.0085552520751953,30.19500732421875,ok
695,C,,,,,1,1,0,5,creditcard-logistic_regression,0.0649616886395547,598.8785636425018,Timed out.
696,A,1,1,,,,,,3,creditcard-xgboost,0.001064050061504,19.405168294906616,ok
697,C,,,,,1,1,0,4,santander-kmeans,0.0094690505992306,109.1183807849884,ok
698,A,1,0,,,,,,2,buzz-naive_bayes,0.0001311902928219,7.177584409713745,ok
699,B,,,0,0,,,,2,buzz-naive_bayes,0.0008502519349257,6.001778364181519,ok
700,C,,,,,1,0,0,3,creditcard-linear_regression,0.0091657737480402,105.15228009223938,ok
701,C,,,,,0,1,1,5,creditcard-kmeans,0.0024734173453966,16.34956932067871,ok
702,C,,,,,0,1,1,4,buzz-spectral_clustering,0.0009576996079635,7.913128852844238,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
703,C,,,,,0,0,1,3,santander-spectral_clustering,0.001820492118287,14.80676794052124,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
704,C,,,,,1,2,0,3,creditcard-xgboost,0.0022708409031629,20.913346767425537,ok
705,C,,,,,1,2,0,2,santander-kmeans,0.0129576648551887,179.00074243545532,ok
706,C,,,,,0,0,0,5,santander-logistic_regression,0.0141454503806928,138.0605161190033,ok
707,C,,,,,1,1,1,2,santander-standard_scaler,0.0021378238714006,24.6356143951416,ok
708,B,,,1,1,,,,2,buzz-standard_scaler,0.0035292577330271,13.459033727645874,ok
709,B,,,1,0,,,,4,creditcard-quantile_transformer,0.0031511995188395,12.01728630065918,ok
710,B,,,1,1,,,,2,santander-logistic_regression,0.0783570621850755,298.8193049430847,ok
711,A,0,0,,,,,,4,santander-quantile_transformer,0.0015489769586457,44.39742875099182,ok
712,C,,,,,0,2,1,3,buzz-polynomial_features,0.0073787795810763,44.48889350891113,ok
713,C,,,,,0,1,1,5,buzz-spectral_clustering,0.0007562392805178,4.9988274574279785,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
714,B,,,1,0,,,,4,creditcard-poisson_regression,0.0150532037597232,57.406285524368286,ok
715,A,0,0,,,,,,2,creditcard-naive_bayes,5.830348838700188e-05,3.342238187789917,ok
716,B,,,1,0,,,,2,creditcard-spectral_clustering,0.0167599791182412,127.83034920692444,ok
717,C,,,,,1,1,1,2,creditcard-spectral_clustering,0.0110895165203942,127.79212379455566,ok
718,C,,,,,0,1,1,4,creditcard-standard_scaler,0.0011474214160315,9.480732202529907,ok
719,C,,,,,1,1,0,3,buzz-xgboost,0.00316664508303,48.65523815155029,ok
720,C,,,,,0,2,0,2,buzz-quantile_transformer,0.0017041595767762,30.82468032836914,ok
721,A,0,0,,,,,,3,santander-xgboost,0.0039099600047667,149.42522311210632,ok
722,B,,,1,0,,,,5,santander-linear_regression,0.0322510970724953,98.39317750930786,ok
723,A,0,0,,,,,,5,santander-linear_regression,0.0032800290168656,75.2108564376831,ok
724,C,,,,,1,1,1,5,buzz-kmeans,0.0082773818764421,38.15438508987427,ok
725,C,,,,,0,1,1,2,santander-naive_bayes,0.0013222307406377,21.85023808479309,ok
726,C,,,,,1,1,1,5,buzz-spectral_clustering,0.0012164487481117,5.607190132141113,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
727,C,,,,,1,2,0,4,creditcard-poisson_regression,0.0086220401208665,59.55361557006836,ok
728,C,,,,,0,0,0,2,creditcard-naive_bayes,0.0002337584389209,5.703743934631348,ok
729,C,,,,,1,2,1,5,buzz-naive_bayes,0.0017321780094835,4.785756587982178,ok
730,A,1,1,,,,,,5,santander-logistic_regression,0.0096540747109386,105.63729166984558,ok
731,B,,,0,0,,,,5,buzz-xgboost,0.0104020045747359,29.370365858078003,ok
732,C,,,,,0,1,1,5,creditcard-poisson_regression,0.0057126453210433,37.76123380661011,ok
733,C,,,,,1,1,0,4,buzz-naive_bayes,0.0005449134631951,6.279412508010864,ok
734,C,,,,,1,2,0,3,santander-xgboost,0.0127159201536774,117.1074764728546,ok
735,C,,,,,0,0,0,4,buzz-standard_scaler,0.0006303049106756,7.6897711753845215,ok
736,C,,,,,1,0,1,4,buzz-kmeans,0.0074043089077207,31.854101419448853,ok
737,C,,,,,1,2,1,3,creditcard-naive_bayes,0.0011100632139046,5.111572742462158,ok
738,C,,,,,1,1,1,4,buzz-standard_scaler,0.0012935415947172,7.453184604644775,ok
739,C,,,,,1,2,0,5,santander-kmeans,0.0151670666298601,83.80881023406982,ok
740,C,,,,,0,0,1,2,santander-spectral_clustering,0.0011927352403322,14.551466941833496,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
741,C,,,,,0,0,1,4,buzz-standard_scaler,0.001083957645146,6.612185716629028,ok
742,C,,,,,0,0,0,4,santander-spectral_clustering,0.0017652319065968,21.535972833633423,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
743,C,,,,,1,1,1,4,creditcard-standard_scaler,0.0011512261335055,6.633185148239136,ok
744,C,,,,,0,1,0,4,buzz-linear_regression,0.0208432731467358,344.44100165367126,ok
745,B,,,0,1,,,,2,creditcard-polynomial_features,0.0123100191434224,43.447126388549805,ok
746,C,,,,,1,0,0,4,buzz-kmeans,0.0033000597541067,28.39439558982849,ok
747,A,2,1,,,,,,3,creditcard-logistic_regression,0.0015840671459039,31.78730058670044,ok
748,C,,,,,1,0,0,5,creditcard-logistic_regression,0.0053189093402359,36.611995458602905,ok
749,A,0,0,,,,,,3,santander-kmeans,0.0031526923153797,120.48505663871764,ok
750,C,,,,,1,2,1,3,buzz-quantile_transformer,0.005065927065889,23.327369451522827,ok
751,C,,,,,0,1,0,3,creditcard-logistic_regression,0.0023795793224668,52.43096446990967,ok
752,A,0,0,,,,,,4,buzz-xgboost,0.001293446914196,37.07331919670105,ok
753,C,,,,,0,1,0,5,santander-poisson_regression,0.0254057230396866,335.8694243431092,ok
754,C,,,,,1,1,1,5,buzz-standard_scaler,0.00155781857219,7.180725812911987,ok
755,C,,,,,1,0,1,2,santander-naive_bayes,0.001826814991792,15.71829342842102,ok
756,A,1,1,,,,,,2,buzz-spectral_clustering,0.0001951091106732,5.337331295013428,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
757,C,,,,,1,0,0,4,santander-polynomial_features,0.0043694894977675,37.59598994255066,"('transform-b82d90c248e4c3b0456054d39e5a1b0a', 2, 0)"
758,C,,,,,0,0,0,5,buzz-logistic_regression,0.0202712632531325,197.8488483428955,ok
759,B,,,0,0,,,,5,buzz-standard_scaler,0.0036001555770635,10.1651451587677,ok
760,C,,,,,1,1,1,2,santander-xgboost,0.0519709962182309,598.8975236415863,Timed out.
761,C,,,,,0,0,1,4,creditcard-linear_regression,0.0078963456046104,48.16802930831909,ok
762,C,,,,,1,1,1,4,santander-quantile_transformer,0.011921610361576,68.69045662879944,ok
763,C,,,,,1,2,0,4,santander-poisson_regression,0.0824126731037828,569.235654592514,ok
764,C,,,,,1,2,1,5,santander-kmeans,0.0255456376791662,70.57889151573181,ok
765,C,,,,,0,2,0,3,santander-kmeans,0.0100559224015271,121.26039433479308,ok
766,C,,,,,1,2,1,5,creditcard-standard_scaler,0.003241703227957,8.956355810165405,ok
767,C,,,,,1,2,0,5,santander-polynomial_features,0.0064584488556782,35.687514781951904,in <closed TCP>: Stream is closed
768,A,0,0,,,,,,2,buzz-naive_bayes,0.0001006063485145,5.767242908477783,ok
769,A,2,1,,,,,,5,creditcard-spectral_clustering,0.004061170951724,48.89704155921936,ok
770,A,2,1,,,,,,3,santander-logistic_regression,0.0068854298130273,138.16916012763977,ok
771,A,1,0,,,,,,4,santander-kmeans,0.0029357485570112,80.30923104286194,ok
772,C,,,,,1,2,1,3,buzz-naive_bayes,0.001273462762316,5.863988161087036,ok
773,C,,,,,1,2,1,3,santander-standard_scaler,0.0053556705531279,24.66156816482544,ok
774,C,,,,,1,2,1,3,santander-spectral_clustering,0.0046664519963661,21.48788332939148,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
775,A,2,1,,,,,,2,buzz-kmeans,0.0010468568318155,31.510740756988525,ok
776,B,,,1,1,,,,2,creditcard-poisson_regression,0.0297535146247016,113.46679306030272,ok
777,A,0,0,,,,,,2,creditcard-logistic_regression,0.0014161293913523,81.17939186096191,ok
778,C,,,,,1,1,0,2,santander-xgboost,0.0259834634687503,598.8506305217743,Timed out.
779,B,,,0,0,,,,4,buzz-logistic_regression,0.0249555950721104,88.07857084274292,ok
780,B,,,0,0,,,,3,buzz-xgboost,0.0061426530569791,28.90660262107849,ok
781,C,,,,,1,1,0,5,buzz-logistic_regression,0.0150481197210152,138.7278642654419,ok
782,C,,,,,0,2,0,3,buzz-linear_regression,0.0373639363102126,450.55694246292114,ok
783,A,0,0,,,,,,3,creditcard-spectral_clustering,0.0022202538170019,84.85046434402466,ok
784,C,,,,,0,1,1,2,santander-poisson_regression,0.0362393998637056,598.866363286972,Timed out.
785,C,,,,,1,1,0,3,buzz-spectral_clustering,0.0005792009560664,8.89937448501587,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
786,B,,,1,0,,,,3,buzz-standard_scaler,0.0019806665460268,10.071185827255247,ok
787,C,,,,,0,0,0,4,creditcard-quantile_transformer,0.0009959247903982,12.150363445281982,ok
788,B,,,0,0,,,,4,buzz-standard_scaler,0.0034718093236287,12.25344467163086,ok
789,B,,,0,0,,,,3,creditcard-xgboost,0.003394779485464,15.975432872772217,ok
790,B,,,0,0,,,,5,creditcard-naive_bayes,0.002769991154472,7.821151494979858,ok
791,B,,,0,0,,,,5,santander-kmeans,0.031821789090832,89.84975743293762,ok
792,C,,,,,1,2,1,2,creditcard-polynomial_features,0.0044314913973543,30.60891985893249,ok
793,C,,,,,0,2,0,3,buzz-spectral_clustering,0.0007296619297468,8.798704862594604,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
794,A,2,1,,,,,,3,buzz-linear_regression,0.0125523579186995,251.8867809772492,ok
795,A,2,1,,,,,,4,buzz-naive_bayes,0.0003036378472646,4.56980037689209,ok
796,C,,,,,1,1,0,2,creditcard-quantile_transformer,0.0008203233322567,18.906299591064453,ok
797,C,,,,,1,2,1,2,buzz-poisson_regression,0.016434536754926,113.51560306549072,ok
798,A,0,0,,,,,,4,creditcard-poisson_regression,0.0020196081564161,57.8868579864502,ok
799,C,,,,,0,0,0,5,santander-kmeans,0.0085224977554579,83.18013262748718,ok
800,B,,,0,0,,,,2,creditcard-standard_scaler,0.0013233516454696,9.34130573272705,ok
801,A,1,0,,,,,,5,santander-logistic_regression,0.0062103742295503,135.91092538833618,ok
802,A,2,0,,,,,,4,creditcard-spectral_clustering,0.0020346567862828,61.243849754333496,ok
803,A,0,0,,,,,,4,creditcard-linear_regression,0.0017615987681282,50.491684436798096,ok
804,C,,,,,1,2,1,5,creditcard-naive_bayes,0.0025760443386104,7.117236852645874,ok
805,C,,,,,1,0,1,5,creditcard-linear_regression,0.0107340976145532,36.94335699081421,ok
806,C,,,,,0,1,1,4,creditcard-logistic_regression,0.0038358365158844,31.69414329528809,ok
807,B,,,1,1,,,,2,buzz-xgboost,0.0100276108498043,38.240888833999634,ok
808,A,1,1,,,,,,4,buzz-naive_bayes,0.0002336650357776,3.19602632522583,ok
809,B,,,0,1,,,,2,creditcard-linear_regression,0.0191531473358472,67.5993435382843,ok
810,A,0,1,,,,,,5,buzz-kmeans,0.0023276571289698,26.686514854431152,ok
811,B,,,1,0,,,,3,santander-kmeans,0.0240852742910385,122.46749639511108,ok
812,B,,,0,0,,,,4,creditcard-naive_bayes,0.0019124050895373,6.749665021896362,ok
813,C,,,,,1,2,1,2,buzz-standard_scaler,0.0012934356942706,8.933938026428223,ok
814,B,,,0,0,,,,4,santander-naive_bayes,0.0045058013280232,15.902828216552734,ok
815,A,0,1,,,,,,3,santander-naive_bayes,0.0003790272520383,7.24255895614624,ok
816,C,,,,,0,0,0,3,santander-logistic_regression,0.0147585236399292,240.07358503341675,ok
817,C,,,,,0,2,0,5,creditcard-polynomial_features,0.0051947312223467,37.58472657203674,ok
818,A,1,1,,,,,,3,santander-kmeans,0.0057423604556719,104.72389888763428,ok
819,A,1,1,,,,,,4,buzz-polynomial_features,0.0015389862707455,21.04996418952942,ok
820,A,0,0,,,,,,3,buzz-kmeans,0.0007913950903018,30.24439835548401,ok
821,A,1,1,,,,,,5,santander-linear_regression,0.0046823132206334,51.23503828048706,ok
822,C,,,,,0,0,1,4,buzz-linear_regression,0.0469634300947666,286.47883343696594,ok
823,A,1,0,,,,,,3,buzz-xgboost,0.001138035405,41.50889015197754,ok
824,A,2,1,,,,,,5,buzz-kmeans,0.0024524261372619,29.527538776397705,ok
825,C,,,,,0,1,1,4,buzz-polynomial_features,0.0106145087204837,87.70388388633728,"(""('transform-491bef8edb8d9a2e8f1c07889a742bfe', 6, 0)"", <Worker 'tcp://10.64.187.6:45639', name: tcp://10.64.187.6:45639, memory: 0, processing: 8>)"
826,C,,,,,1,2,1,3,buzz-linear_regression,0.0887811599998077,408.8157789707184,ok
827,C,,,,,1,1,1,2,creditcard-poisson_regression,0.0111891421473291,128.94017839431763,ok
828,C,,,,,0,1,0,2,santander-quantile_transformer,0.0030365956083575,100.36120772361755,ok
829,A,1,1,,,,,,2,buzz-poisson_regression,0.0031249912748866,85.48608350753784,ok
830,C,,,,,1,2,0,4,buzz-kmeans,0.0058165592943297,40.17577409744263,ok
831,A,0,1,,,,,,2,santander-standard_scaler,0.0005151438309881,14.7652690410614,ok
832,B,,,1,0,,,,5,santander-quantile_transformer,0.0238833889113532,72.86457633972168,ok
833,B,,,1,1,,,,2,santander-polynomial_features,0.0253638702964782,96.7266240119934,"('transform-b82d90c248e4c3b0456054d39e5a1b0a', 11, 0)"
834,C,,,,,0,0,0,5,buzz-xgboost,0.0055861472467382,54.52116060256958,ok
835,C,,,,,1,2,1,5,buzz-quantile_transformer,0.0079937885765896,22.08567833900452,ok
836,C,,,,,0,0,0,2,santander-kmeans,0.0067088261560877,163.69644951820374,ok
837,A,2,1,,,,,,4,buzz-logistic_regression,0.007439963678095,111.97269749641418,ok
838,C,,,,,1,1,0,5,creditcard-naive_bayes,0.0005295934800638,4.882295846939087,ok
839,C,,,,,0,2,1,4,creditcard-spectral_clustering,0.0140224746384239,63.40930509567261,ok
840,A,0,1,,,,,,2,santander-xgboost,0.0034988780582745,100.28631377220154,ok
841,B,,,0,0,,,,3,santander-xgboost,0.0237322854548692,111.68134331703186,ok
842,C,,,,,0,1,0,2,creditcard-poisson_regression,0.0044481496239233,147.01386880874634,ok
843,A,1,0,,,,,,3,creditcard-polynomial_features,0.0012489941698312,45.55601835250855,ok
844,A,1,0,,,,,,4,buzz-spectral_clustering,0.0001986957839594,5.4354469776153564,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
845,A,1,0,,,,,,2,creditcard-logistic_regression,0.0014813938771751,81.04890513420105,ok
846,C,,,,,1,1,1,3,buzz-standard_scaler,0.0009541020121177,7.329849004745483,ok
847,A,0,1,,,,,,4,creditcard-polynomial_features,0.003189895596928,45.71506428718567,ok
848,C,,,,,0,2,0,5,creditcard-logistic_regression,0.0045442160793496,32.878143548965454,ok
849,C,,,,,0,1,0,2,santander-linear_regression,0.0081748947331627,270.1849091053009,ok
850,C,,,,,1,0,1,5,santander-kmeans,0.0198981726502047,68.48319458961487,ok
851,C,,,,,0,2,0,4,buzz-polynomial_features,0.0072349300586186,65.4323718547821,ok
852,C,,,,,0,2,0,4,santander-kmeans,0.0097833628360891,88.48027968406677,ok
853,A,0,0,,,,,,2,santander-quantile_transformer,0.0019887652784453,114.0056529045105,ok
854,C,,,,,1,0,0,3,creditcard-poisson_regression,0.0083817245337168,96.15745162963869,ok
855,A,0,1,,,,,,2,santander-spectral_clustering,0.0004710171936353,13.500492811203005,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
856,B,,,1,1,,,,2,buzz-poisson_regression,0.0264646716086069,100.92459511756896,ok
857,C,,,,,0,0,1,5,santander-kmeans,0.0150291745381752,73.34286069869995,ok
858,A,1,0,,,,,,2,creditcard-naive_bayes,8.584360648526085e-05,4.696610689163208,ok
859,C,,,,,0,1,1,3,buzz-xgboost,0.0023000986559677,25.3398551940918,ok
860,A,2,0,,,,,,3,buzz-poisson_regression,0.0014893726513783,59.77415323257446,ok
861,C,,,,,0,0,0,3,santander-kmeans,0.0068263338925659,111.0424382686615,ok
862,A,2,0,,,,,,3,santander-polynomial_features,0.0027559660934011,110.60733485221864,"('transform-b82d90c248e4c3b0456054d39e5a1b0a', 1, 0)"
863,B,,,0,0,,,,4,santander-logistic_regression,0.0322650847713152,113.87676978111269,ok
864,C,,,,,0,0,1,2,buzz-standard_scaler,0.0005644552911361,6.886400461196899,ok
865,A,2,0,,,,,,2,santander-polynomial_features,0.0020659966909752,124.3743827342987,"(""('transform-b82d90c248e4c3b0456054d39e5a1b0a', 2, 0)"", <Worker 'tcp://192.168.37.109:41035', name: tcp://192.168.37.109:41035, memory: 0, processing: 14>)"
866,C,,,,,0,2,1,3,creditcard-naive_bayes,0.0012323068984834,7.429950952529907,ok
867,B,,,0,0,,,,5,santander-spectral_clustering,0.0061978790909051,17.4998939037323,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
868,A,0,0,,,,,,5,creditcard-poisson_regression,0.0018234695365693,41.81204032897949,ok
869,A,1,1,,,,,,4,santander-logistic_regression,0.008503858250459,116.31417059898376,ok
870,A,0,0,,,,,,2,santander-polynomial_features,0.0104472373638417,598.8862183094025,Timed out.
871,B,,,0,1,,,,2,buzz-standard_scaler,0.0028712481379508,10.133816957473757,ok
872,A,2,0,,,,,,2,creditcard-xgboost,0.0003711020584238,22.3405921459198,ok
873,C,,,,,1,1,1,5,santander-logistic_regression,0.0243914482613404,112.4317717552185,ok
874,C,,,,,1,2,1,5,creditcard-kmeans,0.0045959128944079,12.697840690612791,ok
875,C,,,,,1,2,1,3,creditcard-kmeans,0.0027396571719646,12.615458965301514,ok
876,C,,,,,0,2,0,3,creditcard-standard_scaler,0.0008270252718849,9.972770929336548,ok
877,C,,,,,1,0,1,5,creditcard-poisson_regression,0.0105251501786708,36.22422623634338,ok
878,C,,,,,1,2,0,5,santander-spectral_clustering,0.0033330586244993,18.41751503944397,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
879,C,,,,,1,0,0,3,santander-poisson_regression,0.0522023471993605,598.8797001838684,Timed out.
880,C,,,,,1,0,1,5,buzz-standard_scaler,0.0021495205100377,7.397967338562012,ok
881,B,,,0,0,,,,3,santander-logistic_regression,0.0326222336530685,153.51639366149902,ok
882,C,,,,,0,0,1,4,creditcard-xgboost,0.0018270219883282,11.14490842819214,ok
883,A,1,1,,,,,,3,creditcard-kmeans,0.0010119341804981,18.454726696014404,ok
884,C,,,,,0,0,0,3,creditcard-standard_scaler,0.0005215208029925,8.483461618423462,ok
885,C,,,,,0,0,1,4,santander-poisson_regression,0.0449665560517946,274.2978205680847,ok
886,A,2,1,,,,,,2,buzz-polynomial_features,0.0012306955851448,37.04434871673584,ok
887,C,,,,,1,1,1,3,santander-quantile_transformer,0.0079619567376772,61.16740131378174,ok
888,A,1,1,,,,,,3,santander-naive_bayes,0.0010200341266791,18.60244607925415,ok
889,C,,,,,1,1,0,5,creditcard-kmeans,0.0649644479894307,598.9040019512177,Timed out.
890,C,,,,,0,2,1,3,creditcard-polynomial_features,0.0037186584047206,22.420916080474854,ok
891,B,,,1,1,,,,2,santander-standard_scaler,0.0068098589155409,25.96980094909668,ok
892,C,,,,,0,2,0,2,santander-xgboost,0.0112032014079997,202.64246773719788,ok
893,C,,,,,1,1,0,3,creditcard-standard_scaler,0.000485342617611,7.45724892616272,ok
894,B,,,1,0,,,,3,santander-xgboost,0.0300533631491661,152.81371092796326,ok
895,C,,,,,1,0,1,3,creditcard-standard_scaler,0.0010642615270614,6.104750633239746,ok
896,A,2,0,,,,,,4,buzz-naive_bayes,0.0001306681672732,3.9331555366516113,ok
897,A,1,0,,,,,,5,santander-kmeans,0.0039068107556965,85.49859404563904,ok
898,C,,,,,1,1,0,2,santander-kmeans,0.0075171649512979,173.2509207725525,ok
899,C,,,,,0,1,0,5,santander-standard_scaler,0.0021938540337085,29.00324821472168,ok
900,A,1,0,,,,,,3,creditcard-poisson_regression,0.0021657991639773,78.99571418762207,ok
901,C,,,,,0,0,1,2,santander-poisson_regression,0.0490886911199331,598.8860242366791,Timed out.
902,A,0,1,,,,,,3,creditcard-standard_scaler,0.0003366758346557,6.433296203613281,ok
903,C,,,,,1,1,1,3,buzz-polynomial_features,0.0087977655944029,67.58846807479858,"(""('transform-491bef8edb8d9a2e8f1c07889a742bfe', 8, 0)"", <Worker 'tcp://10.64.86.7:35799', name: tcp://10.64.86.7:35799, memory: 0, processing: 4>)"
904,C,,,,,0,0,0,4,santander-linear_regression,0.0097428619730631,118.86370849609376,ok
905,B,,,0,0,,,,4,creditcard-standard_scaler,0.0028926099499066,10.209211587905884,ok
906,C,,,,,1,1,1,3,santander-kmeans,0.0126386528231302,97.0959243774414,ok
907,B,,,1,0,,,,3,santander-naive_bayes,0.0036030692982673,18.320691347122192,ok
908,A,2,0,,,,,,4,buzz-standard_scaler,0.000153822979821,4.630123138427734,ok
909,C,,,,,0,1,1,3,buzz-spectral_clustering,0.0006960740467619,7.668547391891479,"Input contains NaN, infinity or a value too 0 for dtype('float64')."
910,C,,,,,1,2,0,3,buzz-naive_bayes,0.000813103496929,7.488290071487427,ok
911,C,,,,,0,2,0,2,creditcard-logistic_regression,0.0049444605735694,89.43494415283203,ok
912,C,,,,,1,2,1,3,buzz-standard_scaler,0.0016722742115656,7.700418472290039,ok
913,C,,,,,1,1,1,2,buzz-kmeans,0.003896201611095,44.89861011505127,ok
914,C,,,,,0,1,1,5,buzz-polynomial_features,0.0064008910624146,42.31061625480652,ok
915,B,,,0,1,,,,2,santander-xgboost,0.0197669461329778,69.7656922340393,ok
916,A,2,0,,,,,,5,buzz-xgboost,0.0015228330301245,36.67022681236267,ok
917,B,,,1,0,,,,5,santander-standard_scaler,0.0107754895395702,32.8743748664856,ok
918,C,,,,,1,2,0,5,santander-logistic_regression,0.0234393075617485,129.51881384849548,ok
919,C,,,,,1,2,1,3,santander-linear_regression,0.0229854012445608,105.84221601486206,ok
